Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
kylieminteriors.ca,kylieminteriors.ca,$250,,500.0,0.0,0,Kylie M. Interiors,Art And Entertainment,7662.0,476951,280535,163820,,,,,,ph:+1-250-618-4535,onlineconsultation@kylieminteriors.ca,,twitter.com/kylieminteriors,,,facebook.com/kylieminteriors,,,pinterest.com/kylieminteriors,,instagram.com/kylieminteriors,,,,,,,,,,2017-11-04,2023-11-03,2010-03-03,2023-12-31,Thinkific;WooCommerce Checkout,Top 50m,Top 200k,-,-
theblondcook.com,theblondcook.com,$250,,5000.0,0.0,0,The Blond Cook,Food And Drink,7671.0,607288,155464,Outside Top 1m,,,,,,ph:,amy@theblondcook.com,,twitter.com/theblondcook,,,facebook.com/theblondcook,,,pinterest.com/theblondcook,,instagram.com/theblondcook,,,,,,,,,,2016-04-29,2023-12-31,2012-05-11,2023-12-31,,Top 500k,Top 500k,-,-
holdtoreset.com,holdtoreset.com,$100,,1000.0,0.0,0,Hold To Reset,Hobbies And Interests,7677.0,3036295,510679,221371,,,,,,ph:,,,twitter.com/holdtoreset,,,facebook.com/holdtoreset,,,,,instagram.com/holdtoreset,,,,,,,,,ES,2017-03-20,2023-12-20,2015-01-12,2023-12-31,,Top 500k,Top 500k,-,GDPR Spain
fiercewireless.com,fiercewireless.com,$5000,,20000.0,0.0,0,FierceWireless,Technology And Computing,7687.0,17727,12557,109932,,,,,,ph:+1-202-628-8778,,,twitter.com/fiercewireless,,,facebook.com/fiercewireless-140288599391026,linkedin.com/company/fiercewireless,,,,,,,,N/A - Account - noemail; N/A - Sales - noemail; N/A - Manager - noemail; N/A - President - noemail; N/A - Csuite - noemail,https://www.linkedin.com/in/dave-mayo-61926a,Framingham,MA,01701,US,2023-12-31,2023-12-31,2000-04-06,2024-01-06,,Top 500k,Top 500k,-,-
carsguide.com.au,carsguide.com.au,$5000,,5000.0,0.0,0,Carsguide Autotrader Media Solutions Pty Ltd,Automotive And Vehicles,7709.0,437172,26499,92021,,,,,,ph:+61-800-026705;+61-300-662133,support@carsguide.com.au,,twitter.com/carsguide,,,facebook.com/carsguide.australia,linkedin.com/company/carsguide-com-au,,pinterest.com/carsguideaus,,instagram.com/carsguideaus,,,youtube.com/user/carsguidevideo,N/A - Engineering - n/a@carsguide.com.au; N/A - Other - n/a@carsguide.com.au; N/A - Marketing - n/a@carsguide.com.au; N/A - Sales - n/a@carsguide.com.au; N/A - Manager - n/a@carsguide.com.au; N/A - Csuite - n/a@carsguide.com.au,https://www.crunchbase.com/person/lauren-williams;https://www.linkedin.com/in/katebuskes,Sydney,NSW,2000,AU,2023-01-25,2024-01-06,2008-07-04,2024-01-06,,Top 50m,Top 100k,-,-
fox26houston.com,fox26houston.com,$5000,,300000.0,0.0,0,Fox Television Stations LLC,Technology And Computing,7735.0,407791,13824,193335,,,,,,ph:+1-800-778-7879;+1-713-479-2801;+1-713-479-2646;+1-713-479-2600,,,twitter.com/fox26houston,,,facebook.com/fox26houston,,,,,instagram.com/fox26houston,,,,N/A - Board - noemail; N/A - President - noemail,,Houston,TX,77027,US,2022-06-24,2023-12-28,2015-08-26,2024-01-06,,Top 500k,Top 100k,-,-
patspulpit.com,patspulpit.com,$2000,,20000.0,0.0,0,Vox Media Inc,Technology And Computing,7762.0,13785,76774,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/patspulpit,,,facebook.com/patspulpit,,,,,instagram.com/pats.pulpit,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2006-01-10,2024-01-02,,Top 500k,Top 500k,-,-
fantasyfootballcalculator.com,fantasyfootballcalculator.com,$500,,0.0,0.0,0,Fantasy Football Calculator LLC,Technology And Computing,7768.0,653609,322698,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,N/A - Other - noemail,,Cleveland Heights,OH,,US,2022-08-03,2023-12-24,2007-03-27,2023-12-31,,Top 500k,Top 500k,-,-
flaticon.com,api.flaticon.com,$5000,,5000.0,0.0,0,Flaticon,Business And Industrial,7788.0,2029,1379,5910,,,,,,ph:,info@flaticon.com,,twitter.com/flaticon,,,facebook.com/flaticon,,,pinterest.com/flaticon,,instagram.com/flaticon,,,,,,Málaga,AN,29015,ES,2023-04-24,2023-12-24,2013-07-25,2024-01-06,Amplience,Top 5000,Top 50k,-,GDPR Spain
eastidahonews.com,eastidahonews.com,$100,,5000.0,0.0,0,EastIdahoNews.com,Business And Industrial,7797.0,420298,28475,27401,,,,,,ph:+1-208-523-3722;+1-208-525-7290;+1-800-632-5999;+1-208-612-8490;+1-208-522-1983,spoulsen@eastidahonews.com;cory@eastidahonews.com;news@eastidahonews.com;ronda@eastidahonews.com;neaton@eastidahonews.com;nate@eastidahonews.com;rett.nelson@eastidahonews.com;natalia@eastidahonews.com;mike.price@eastidahonews.com;jay@eastidahonews.com;robert@eastidahonews.com;webmaster@eastidahonews.com;sales@eastidahonews.com;emmy@eastidahonews.com,,twitter.com/eastidnews,tiktok.com/@eastidahonews,,facebook.com/eastidahonews,linkedin.com/company/eastidahonews.com,,,,instagram.com/eastidahonews,,,,N/A - Other - noemail; N/A - Sales - noemail; N/A - Manager - noemail,,Idaho Falls,ID,83402,US,2023-03-22,2023-12-03,2007-01-09,2024-01-07,WooCommerce Checkout,Top 50k,Top 200k,-,-
theendlessmeal.com,theendlessmeal.com,$500,,1000.0,0.0,0,The Endless MealÂ®,Food And Drink,7806.0,449214,76288,143345,,,,,,ph:,kristen@theendlessmeal.com,,twitter.com/theendlessmeal,,,facebook.com/theendlessmeal,,,pinterest.com/theendlessmeal,,instagram.com/theendlessmeal,,,,,,,,,,2016-04-27,2023-12-31,2011-02-01,2023-12-31,,Top 100k,Top 200k,-,-
primaverakitchen.com,primaverakitchen.com,$500,,2000.0,0.0,0,Primavera Kitchen,Food And Drink,7827.0,610621,152179,Outside Top 1m,,,,,,ph:,olivia@primaverakitchen.com,,twitter.com/primaverakitchn,,,facebook.com/primaverakitchen,,,pinterest.com/primaverakitchn,,instagram.com/primaverakitchen,,,,,,,,,,2016-04-27,2023-12-31,2014-05-26,2023-12-31,,Top 500k,Top 200k,-,-
paleoleap.com,paleoleap.com,$100,,20000.0,0.0,0,Paleo Leap,Food And Drink,7871.0,407036,32354,209886,,,,,,ph:,,,twitter.com/paleoleap,,,facebook.com/paleoleap,,,pinterest.com/paleoleap,,instagram.com/paleoleap,,,youtube.com/user/paleolithicdiet,,,Beverly Hills,CA,90210,US,2020-05-13,2023-12-24,2014-01-07,2023-12-31,,Top 1m,Top 500k,-,California CCPA
tirereviewsandmore.com,tirereviewsandmore.com,$10,,0.0,0.0,0,Tire Reviews and More,Automotive And Vehicles,7910.0,10748799,861775,Outside Top 1m,,,,,,ph:,support@tirereviewsandmore.com,,,,,,,,,,,,,,,,,,,,2023-09-30,2023-12-03,2012-09-27,2024-01-04,,Top 5m,-,-,-
liveforlivemusic.com,liveforlivemusic.com,$250,,50000.0,0.0,0,Live For Live Music,Art And Entertainment,7912.0,434240,57144,289165,,,,,,ph:,dave@liveforlivemusic.com;sara@liveforlivemusic.com;kunj@liveforlivemusic.com;press@liveforlivemusic.com;kendall@liveforlivemusic.com;chris@liveforlivemusic.com;minglee@liveforlivemusic.com;andrew@liveforlivemusic.com;gideon@liveforlivemusic.com;samb@liveforlivemusic.com;tom@liveforlivemusic.com;mikala@liveforlivemusic.com;michael@liveforlivemusic.com;kel@liveforlivemusic.com;shelby@liveforlivemusic.com;james@liveforlivemusic.com;kelsey@liveforlivemusic.com,,,,,,,,,,instagram.com/liveforlivemusic,,,,N/A - Marketing - noemail; N/A - Manager - noemail; N/A - President - noemail; N/A - Other - noemail,,Austin,TX,78704,US,2019-01-26,2023-12-20,2012-01-19,2023-12-31,,Top 500k,Top 200k,-,-
rideapart.com,rideapart.com,$500,,5000.0,0.0,0,RideApart.com,Automotive And Vehicles,7958.0,411307,37116,175092,,,,,,ph:,jesse@rideapart.com;story@rideapart.com;jobs@rideapart.com;info@rideapart.com;media@rideapart.com;kanishka.sonnadara@rideapart.com;justin.hughes@rideapart.com;adsales@rideapart.com;sabrina.giacomini@rideapart.com;sophia.vassiliadis@rideapart.com;kate.murphy@rideapart.com,,twitter.com/rideapart,,,facebook.com/rideapart,,,pinterest.com/rideapart,,instagram.com/rideapart,,,,N/A - Csuite - noemail,,New York,NY,10022,US,2017-06-25,2023-11-03,2011-12-03,2024-01-07,,Top 500k,Top 200k,-,-
todayonline.com,todayonline.com,$5000,,500000.0,0.0,0,MediaCorp Press Ltd,Business And Industrial,7966.0,3988,5300,13969,,,,,,ph:,,,twitter.com/todayonline,tiktok.com/@todayonline,,facebook.com/todayonline,linkedin.com/company/todayonline,,,,instagram.com/todayonline,,,youtube.com/user/todaydigital,,,North Brookfield,NY,13418,US,2018-04-02,2023-12-11,2004-02-08,2023-12-31,,Top 50k,Top 100k,-,-
ksbw.com,ksbw.com,$5000,,20000.0,0.0,0,Monterey Hearst Television Inc,Business And Industrial,7989.0,30060,22216,Outside Top 1m,,,,,,ph:+1-877-871-0165;+1-800-441-1948;+1-831-758-8888;+1-212-887-6817;+1-212-649-2020;+1-831-422-8206,news@ksbw.com;engineering@ksbw.com,,twitter.com/ksbw,,,facebook.com/ksbw8,,,,,instagram.com/ksbw_8,,,youtube.com/user/ksbwtv,N/A - President - noemail,,Salinas,CA,93901,US,2023-06-28,2024-01-02,2000-10-09,2024-01-07,,Top 50m,Top 100k,-,California CCPA
wxii12.com,wxii12.com,$2000,,0.0,0.0,0,Hearst Properties Inc,Business And Industrial,7999.0,416382,21679,Outside Top 1m,,,,,,ph:+1-336-721-0856;+1-212-887-6817;+1-212-649-2020;+1-336-703-6313,newstips@wxii12.com;newsdirector@wxii12.com;sports@wxii12.com;weather@wxii12.com;webstaff@wxii12.com;tvsales@wxii12.com;websales@wxii12.com;comments@wxii12.com;communityaffairs@wxii12.com;humanresources@wxii12.com;pets@wxii12.com,,twitter.com/wxii,,,facebook.com/wxii12news,,,,,,,,,N/A - Director - noemail; N/A - President - noemail,,Winston-Salem,NC,27106,US,2023-06-28,2024-01-05,2002-09-27,2024-01-05,,Top 100k,Top 100k,-,-
success.com,success.com,$5000,,300000.0,100.0,0,SUCCESS,Technology And Computing,8024.0,10305,8887,75608,,,,,,ph:+1-940-497-9264;+1-800-884-3856;+1-800-570-6414;+1-940-497-9925;+1-877-243-8383;+1-972-402-5077;+1-972-402-5133,editor@success.com;customerservice@success.com;webeditor@success.com;kdaniel@success.com;contact@success.com;mlenox@success.com;editor@www.success.com;webeditor@www.success.com;jhopkins@www.success.com;customerservice@www.success.com;contact@www.success.com;jhopkins@success.com,,twitter.com/successmagazine,,,facebook.com/successmagazine,linkedin.com/company/success-magazine,,pinterest.com/successmagazine,,instagram.com/successmagazine,,,youtube.com/user/successmagazine,N/A - Designer - n/a@success.com; N/A - Bizdev - n/a@success.com; N/A - Software - n/a@success.com; N/A - Other - n/a@success.com; N/A - Marketing - n/a@success.com; N/A - Director - n/a@success.com; N/A - Manager - n/a@success.com; N/A - President - n/a@success.com; N/A - Csuite - n/a@success.com,,Dallas,TX,75201,US,2023-08-14,2023-12-28,2007-01-04,2024-01-07,BigCommerce,Top 50m,Top 200k,-,-
wvtm13.com,wvtm13.com,$5000,,50000.0,0.0,0,Nexstar Media Group,Law  Govt And Politics,8025.0,438806,30782,Outside Top 1m,,,,,,ph:+1-205-558-7280;+1-877-871-0165;+1-205-558-7312;+1-212-887-6817;+1-212-649-2020,,,twitter.com/wvtm13,,,facebook.com/wvtm13,,,,,,,,,N/A - Marketing - noemail; N/A - Director - noemail; N/A - Manager - noemail; N/A - President - noemail,,Birmingham,AL,35209,US,2017-09-25,2024-01-02,2006-12-04,2024-01-07,,Top 50m,Top 200k,-,-
topspeed.com,topspeed.com,$1000,,5000.0,0.0,0,Top Speed,Automotive And Vehicles,8043.0,406466,10008,49183,,,,,,ph:+1-305-351-8475,kirby@topspeed.com,,twitter.com/topspeed,,,facebook.com/topspeed,,,pinterest.com/topspeed,,instagram.com/topspeed,,,youtube.com/user/topspeedcom,N/A - Unknown - noemail,,Los Angeles,California,90046,US,2018-12-05,2023-12-20,2011-01-03,2023-12-30,,Top 50k,Top 200k,-,-
12news.com,12news.com,$2000,,200000.0,0.0,0,12news.com,Business And Industrial,8055.0,16281,14392,99884,,,,,,ph:+1-602-257-1212;+1-800-677-9800;+1-800-669-9777;+1-202-410-8808,connect@12news.com;arizonamidday@12news.com;sales@12news.com;kpnx-captioning@12news.com,,twitter.com/12news,,,facebook.com/12news,,,pinterest.com/12newsaz,,instagram.com/12newsaz,,,,N/A - Director - n/a@12news.com; N/A - Manager - n/a@12news.com,,Phoenix,AZ,85004,US,2021-11-02,2023-12-28,2000-01-15,2024-01-06,,Top 500k,Top 100k,-,-
asianwiki.com,asianwiki.com,$50,,20000.0,0.0,0,,Law  Govt And Politics,8095.0,411558,40304,14916,,,,,,ph:,admin@asianwiki.com,,twitter.com/asianwiki,,,facebook.com/asianwiki,,,,,instagram.com/asianwiki,,,,,,,,,,2020-06-01,2023-12-31,2007-10-18,2023-12-31,,Top 5000,Top 100k,-,-
developgoodhabits.com,developgoodhabits.com,$250,,10000.0,0.0,0,Oldtown Publishing LLC,Travel,8096.0,403563,34168,100247,,,,,,ph:,,,twitter.com/habitsguy,,,facebook.com/developgoodhabits,,,pinterest.com/habitchange,,,,,,,,Mahwah,NJ,07430,US,2017-12-26,2023-11-03,2013-05-21,2024-01-07,,Top 500k,Top 500k,-,-
dramabeans.com,dramabeans.com,$500,,10000.0,0.0,17,Dramabeans,Art And Entertainment,8101.0,417957,177313,74694,,,,,,ph:,,,twitter.com/dramabeans,tiktok.com/@dramabeansofficial,,facebook.com/dramabeans,,,,,instagram.com/dramabeans,,,,,,,,,,2016-11-09,2023-11-03,2007-06-30,2024-01-06,,Top 100k,Top 200k,-,-
lyricsondemand.com,lyricsondemand.com,$100,,20000.0,0.0,0,Lyrics On Demand,Travel,8146.0,38941,41028,Outside Top 1m,,,,,,ph:+1-800-273-8255,,,twitter.com/lyrics_ondemand,,,,,,,,,,,,,,,,,,2018-02-16,2023-12-20,2003-02-03,2024-01-02,,Top 500k,Top 200k,-,-
milehighreport.com,milehighreport.com,$2000,,50000.0,0.0,0,Vox Media LLC,Sports,8169.0,407039,65028,290213,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/milehighreport,,,facebook.com/milehighreport,,,,,,,,,,,Washington,DC,20036,US,2016-11-09,2023-12-28,2006-08-28,2024-01-06,,Top 500k,Top 200k,-,-
theastrologyguide.com,theastrologyguide.com,$500,,250.0,0.0,0,,Hobbies And Interests,8174.0,17762118,Outside Top 1m,268892,,,,,,ph:+1-530-433-4820,info@theastrologyguide.com,,,,,facebook.com/theastrologyguide,,,,,instagram.com/theastrologyguide,,,,,,Tenafly,NJ,07670,US,2023-11-03,2023-11-03,2014-01-11,2023-12-30,,Top 50m,-,-,California CCPA
southernplate.com,southernplate.com,$500,,10000.0,0.0,0,Southern Plate,Food And Drink,8185.0,441321,117024,Outside Top 1m,,,,,,ph:,media@southernplate.com;christy@southernplate.com;contact@southernplate.com,,twitter.com/southernplate,,,facebook.com/southernplatefamily,,,pinterest.com/southernplate,,instagram.com/southernplate,,,,,,Houston,TX,77082,US,2018-02-16,2023-12-31,2008-07-06,2023-12-31,,Top 500k,Top 200k,-,-
gon.com,gon.com,$1000,,0.0,10.0,0,Georgia Outdoor News,Sports,8191.0,525421,141575,Outside Top 1m,,,,,,ph:+1-800-438-4663;+1-706-343-0001,letters@gon.com;dor@gon.com;adriano@gon.com;ian@gon.com;bcp@gon.com;burns@gon.com;jojjhh@gon.com;ffo@gon.com;mpengt@gon.com;burch@gon.com;mtegkg@gon.com;carter@gon.com,,,,,,,,,,,,,youtube.com/user/gonvideos,N/A - Director - n/a@gon.com,,Madison,GA,30650,US,2018-05-20,2023-09-29,2000-04-06,2023-12-31,Shopify,Top 50m,Top 200k,-,-
eatingbirdfood.com,eatingbirdfood.com,$250,,10000.0,0.0,0,Eating Bird Food,Food And Drink,8204.0,27447,50182,74710,,,,,,ph:+1-415-435-3571,hello@eatingbirdfood.com,,twitter.com/eatingbirdfood,tiktok.com/@eatingbirdfood,,facebook.com/eatingbirdfood,,,pinterest.com/eatingbirdfood,,instagram.com/eatingbirdfood,,,,,,,,,,2016-06-23,2023-12-31,2009-08-17,2024-01-08,,Top 100k,Top 100k,-,California CCPA
thetalko.com,thetalko.com,$500,$133645,1000.0,0.0,0,TheTalko,Art And Entertainment,8238.0,412595,79696,Outside Top 1m,,,,,,ph:+1-514-733-1010;+1-833-979-3525,info@thetalko.com;editorial@thetalko.com;admin@thetalko.com,,twitter.com/thetalko,,,facebook.com/thetalko,,,,,instagram.com/thetalko_,,,,,,Saint-Laurent Southeast,QC,H4T,CA,2017-01-04,2023-12-20,2015-06-28,2023-12-30,,Top 5m,-,-,-
pregnantchicken.com,pregnantchicken.com,$1000,$18506,300000.0,0.0,0,Pregnant Chicken,Business And Industrial,8245.0,458369,180771,Outside Top 1m,,,,,,ph:,amy@pregnantchicken.com;kelly@pregnantchicken.com;contact@pregnantchicken.com;hello@pregnantchicken.com,,twitter.com/pregnantchicken,,,facebook.com/pregnantchicken,,,pinterest.com/pregnantchicken,,instagram.com/pregnantchicken,,,youtube.com/user/pregnantchicken1,,,Etobicoke,ON,M9B,CA,2017-06-25,2023-11-03,2010-03-22,2023-12-31,Shopify,Top 1m,-,-,-
r7.com,r7.com,$2000,,3000000.0,1000.0,0,R7.com,Art And Entertainment,8283.0,9774,5917,62419,,,,,,ph:,,,twitter.com/portalr7,,,facebook.com/portalr7,,,,,instagram.com/portalr7,,,,N/A - Other - noemail,,,,,,2018-03-02,-,2001-04-03,2024-01-07,,Top 50m,Top 50k,-,-
carscoops.com,carscoops.com,$100,,50000.0,0.0,0,Carscoops.com,Automotive And Vehicles,8303.0,13496,8538,31340,,,,,,ph:,,,twitter.com/carscoop,,,facebook.com/carscoopscom,,,pinterest.com/carscoops,,instagram.com/carscoop,,,youtube.com/user/carscoops,,,Manchester,MANC,M4,GB,2020-06-01,2023-12-03,2009-11-25,2024-01-06,,Top 50k,Top 100k,-,GDPR United Kingdom
247mahjong.com,247mahjong.com,$250,,0.0,0.0,0,,Hobbies And Interests,8385.0,113880,842009,74352,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2018-05-31,2024-01-02,2011-02-25,2024-01-02,,Top 100k,Top 200k,-,-
filmibeat.com,filmibeat.com,$500,,20000.0,0.0,0,Filmibeat,Art And Entertainment,8414.0,19270,62543,13081,,,,,,ph:,,,twitter.com/filmibeat,,,facebook.com/filmibeat,,,,,,,,,,,,,,IN,2017-06-30,2023-11-03,2014-08-17,2024-01-02,,Top 50k,Top 50k,-,-
ricksfreeautorepairadvice.com,ricksfreeautorepairadvice.com,$0,,0.0,0.0,0,Ricksfreeautorepairadvice.com,Automotive And Vehicles,8455.0,529246,436122,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/ricksautorepairadvice,,,,,,,,,,,,,,,2018-04-16,2023-12-20,2009-06-16,2023-12-20,,Top 1m,Top 500k,-,-
diychatroom.com,diychatroom.com,$500,,100.0,0.0,0,DIYChatroom,Technology And Computing,8463.0,1092344,157387,257142,,,,,,ph:+61-72-9201705;+61-73-1201709;+1-416-341-8950,,,twitter.com/diychatroom,,,facebook.com/diychatroom,,,pinterest.com/diychatroom,,,,,youtube.com/user/diychatroom,,,Toronto,ON,M5V,CA,2016-07-06,2023-10-17,2003-08-08,2023-12-30,,Top 500k,Top 200k,-,-
toyotanation.com,toyotanation.com,$500,,0.0,0.0,0,toyotanation,Automotive And Vehicles,8475.0,537318,132736,246299,,,,,,ph:+61-72-6201710;+61-73-1201704;+61-72-5201701;+1-949-232-7477;+1-416-341-8950,,,,,,facebook.com/toyotanation,,,,,,,,,,,Toronto,ON,M5V,CA,2016-07-06,2023-11-12,2002-11-20,2024-01-07,,Top 100k,Top 100k,-,-
howtocleanstuff.net,howtocleanstuff.net,$250,,100.0,0.0,0,HowToCleanStuff.net,Home And Garden,8500.0,1170726,78997,Outside Top 1m,,,,,,ph:+1-210-748-7543,,,twitter.com/HowToCleanStuff,,,facebook.com/howtocleanstuff,,,pinterest.com/howtocleanstuff,,,,,,,,Sequim,WA,98382,US,2018-02-20,2023-11-03,2007-06-25,2023-12-30,,Top 1m,Top 500k,-,-
abbreviations.com,abbreviations.com,$100,,0.0,0.0,0,STANDS4 LLC,Technology And Computing,8540.0,28739,26090,29985,,,,,,ph:,,,,,,,,,,,,,,,,,Lewes,DE,19958,US,2017-06-27,2023-11-09,2000-02-29,2024-01-07,,Top 500k,Top 100k,-,-
iowagirleats.com,iowagirleats.com,$1000,,10000.0,0.0,0,Iowa Girl Eats,Food And Drink,8552.0,34663,34679,182873,,,,,,ph:,kristin@iowagirleats.com;in@iowagirleats.com;stin@iowagirleats.com;istin@iowagirleats.com;ristin@iowagirleats.com,,twitter.com/iowagirleats,,,facebook.com/iowagirleatsofficialpage,,,pinterest.com/iowagirleats,,instagram.com/iowagirleats,,,,,,,,,,2016-04-06,2023-11-03,2009-08-27,2023-12-31,,Top 100k,Top 200k,-,-
famousbirthsdeaths.com,famousbirthsdeaths.com,$0,,50.0,0.0,0,,Art And Entertainment,8561.0,1345652,439870,Outside Top 1m,,,,,,ph:+1-508-507-2209,,,twitter.com/deathometer,,,facebook.com/famousbirthsdeaths,,,pinterest.com/famousbirthsdeaths,,instagram.com/famousbirthsdeaths,,,,,,,,,,2020-06-01,2023-12-03,2016-03-21,2023-12-24,,Top 5m,-,-,-
bestrecipebox.com,bestrecipebox.com,$500,,100.0,0.0,0,Best Recipe Box,Food And Drink,8566.0,541613,316862,233916,,,,,,ph:,,,twitter.com/bestrecipebox,,,facebook.com/bestrecipebox,,,,,instagram.com/bestrecipebox,,,,,,,,,,2018-02-16,2023-12-31,2013-02-03,2023-12-31,,Top 500k,Top 500k,-,-
russianmachineneverbreaks.com,russianmachineneverbreaks.com,$250,$133937,50000.0,0.0,0,Rmnb LLC,Sports,8600.0,411614,84221,Outside Top 1m,,,,,,ph:+1-301-473-3329,thecrew@russianmachineneverbreaks.com,,twitter.com/russianmachine,,,facebook.com/russianmachineneverbreaks,,,pinterest.com/russianmachine,,,,,,N/A - Director - noemail,,Frederick,MD,21701,US,2016-08-14,2023-12-03,2009-12-21,2023-12-31,,Top 100k,Top 500k,-,-
unofficialnetworks.com,unofficialnetworks.com,$2000,,2000.0,0.0,0,Unofficial Networks,Art And Entertainment,8602.0,26707,86121,199109,,,,,,ph:+1-530-386-5258,,,twitter.com/unofficialnet,,,facebook.com/unofficialnetworks,,,,,instagram.com/unofficialnetworks,,,,N/A - Sales - noemail; N/A - Founder - noemail,,Brooklyn,NY,11201,US,2016-10-10,2023-11-09,2008-02-16,2023-12-30,,Top 500k,Top 500k,-,California CCPA
wranglerforum.com,wranglerforum.com,$500,,0.0,0.0,0,vBulletin Solutions Inc,Technology And Computing,8615.0,477183,192601,158562,,,,,,ph:+1-800-634-9999;+1-800-505-3274;+61-72-3201608;+1-509-981-7893;+1-800-845-3567,deverhart@wranglerforum.com;support@wranglerforum.com;sales@wranglerforum.com,,,,,facebook.com/wranglerforum,,,,,,,,,,,Houston,TX,77070,US,2016-03-30,2023-11-14,2005-04-10,2023-12-31,,Top 500k,Top 200k,-,-
thelemonbowl.com,thelemonbowl.com,$500,,10000.0,0.0,0,The Lemon Bowl,Food And Drink,8673.0,553227,89878,Outside Top 1m,,,,,,ph:,liz@thelemonbowl.com;contact@thelemonbowl.com;webmaster@thelemonbowl.com,,twitter.com/thelemonbowl,,,facebook.com/thelemonbowl,,,pinterest.com/thelemonbowl,,instagram.com/thelemonbowl,,,,N/A - Founder - noemail,,,,,,2016-06-08,2023-12-31,2012-07-01,2024-01-05,,Top 1m,Top 500k,-,-
ifly.com,ifly.com,$1000,,250.0,0.0,0,Red Cirrus LLC,Travel,8677.0,479194,121396,Outside Top 1m,,,,,,ph:+1-408-752-4579;+1-917-300-8136;+1-508-261-5987,support@ifly.com;contact@ifly.com,,twitter.com/iflycom,,,facebook.com/iflyairportguide,,,,,,,,,,,Grandville,MI,49418,US,2018-04-24,2023-11-03,2004-08-01,2023-12-31,,Top 500k,Top 200k,-,California CCPA
n4g.com,n4g.com,$250,$369487,0.0,0.0,0,N4G,Art And Entertainment,8688.0,12598,6793,57366,,,,,,ph:+1-800-952-5210,,,,,,,,,,,,,,,N/A - Bizdev - noemail; N/A - Software - noemail; N/A - Manager - noemail,,Hours,97,64420,FR,2017-11-27,2023-12-24,2005-02-14,2024-01-02,,Top 100k,Top 100k,-,GDPR France
topsecretrecipes.com,topsecretrecipes.com,$1000,$455983,0.0,0.0,0,The Food Hacker,Food And Drink,8707.0,36698,61001,Outside Top 1m,,,,,,ph:+1-877-925-6637,admin@topsecretrecipes.com,,,,,,,,,,,,,,,,Las Vegas,NV,89117,US,2020-12-12,2023-11-03,2000-02-28,2023-12-30,X-Cart,Top 500k,Top 500k,-,-
